oid	accepted_name	accepted_rank	max_ma	min_ma	stratigraphy	lithostratigraphy	biostratigraphy	locality	country_code	references	specimen_no	pbdb_occurrences	gbif_occurrences	lat	lng	utm	paleo_lng	paleo_lat	higher_than	comments
450	Hupehsuchia	clade	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yingzishan Quarry, Yuan'an County, HupehProvince, China	CN	Qiao2020JVP	HFUT YA-15-032			31.088516	111.67431					
451	Eretmorhipis carrolldongi	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yingzishan Quarry, Yuan'an County, HupehProvince, China	CN	Chen2015PO	WGSC V26020	1412687		31.088516	111.67431					
452	Eretmorhipis carrolldongi	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Tuling, Baihechuan, Xunjiang District, Yuan'an County, HupehProvince, China	CN	Chen2015PO	IVPP V4070			31.38365	111.57684					
453	Contectopalatus atavus	species	244.34	243.43	Pelsonian	Freudenstadt Formation?	Beneckeia buch Assemblage Zone	Calw-Althengstett, Baden-Württemberg, Germany	DE	Maisch2001P	GPIT/RE/411, GPIT/RE/107, GPIT/RE/408, GPIT/RE/409, GPIT/RE/410	915702		48.71073	8.78623					
454	Contectopalatus atavus	species	242.38	241.5	upper Illyrian	Upper Muschelkalk		Rüdersdorf, Brandenburg, Germany	DE	Maisch2001P	BMPI R 2353			52.47129	13.78453					
455	Contectopalatus atavus	species	244.34	243.43	Pelsonian	Lower Muschelkalk		Ferenc Quarry, Buchen-Bödigheim, northen Bademia, Baden-Württemberg, Germany	DE	Maisch2001P	MHI 1658			49.47833	9.31524					
456	Contectopalatus atavus	species	244.34	243.43	Pelsonian	Lower Muschelkalk		Rohrdorf, Bavaria, Germany	DE	Maisch2001P	GPIT/RE/79			47.79717	12.16711					
457	Contectopalatus atavus	species	244.34	243.43	Pelsonian	Wurstelbänke Member, Freudenstadt Formation		Haas Quarry, Dietersweiler, near Freudenstadt, Baden-Württemberg, Germany	DE	Maisch2001P	SMNS 56315			48.44614	8.48067					
458	Contectopalatus atavus	species	244.34	244.14	Pelsonian	Guanling Formation, Member II	Nicoraella kockeli Conodont Biozone	Luoping area, Luoping County, Yunnan Province, China	CN	Liu2013P	LPV 30872	1102551		24.88876	104.30535					
459	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Baiyan, Wuxiang, Guanling, Guizhou Province, China	CN	Yin2000GG,Maisch2006JVPa	Gmr 009	788442		25.94369	105.61916					
460	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Wolonggang, Guanling, Guizhou Province, China	CN	Maisch2006JVPa	GNG dq-22, GNG dq-46, GNG dq-41	880873		25.89073	105.41107					
461	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2012SST	IGGCAS 2005F001			25.86942	105.41966					
462	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Monkpo, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Yin2000GG	Gmr 015			25.86942	105.41966					Originally *Typicusichthyosaurus tsaihuae*
463	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xiaowa Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Chen2003GBC	TR00001, SPCV 30014			25.89139	105.42845					Originally *Panjiangsaurus epicharis*
464	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xiaowa Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Pan2006ASNUP	GMPKU P1062			25.89139	105.42845					Originally *Panjiangsaurus epicharis*
465	Guizhouichthyosaurus wolonggangense	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Wolonggang, Guanling, Guizhou Province, China	CN	Chen2007GC	SPCV 10306, SPCV 10305	1135822		25.89073	105.41107					Originally *Callawayia wolonggangense*
466	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2009VP	IVPP V 11853	893430		25.86942	105.41966					Originally *Shastasaurus epicharis*
467	Guizhouichthyosaurus tangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2013VP	IVPP V 15652, SDM 20090101			25.86942	105.41966					Originally *Shastasaurus epicharis*
468	Gulosaurus helmi	species	248.2	246.8	Spathian	Vega-Phroso Siltstone Member, Sulphur Mountain Formation		D locality, British Columbia, Canada	CA	Cuthbertson2013JVP	TMP 89.127.3	920238,920239		54.51944	-120.72194					
469	Himalayasaurus tibetensis	species	228.45	209.56	Norian			Tulong Area, Nyalam County, Tibet, China	CN	Young1972MNIGP,Motani1999P	IVPP V4003	1157811		28.45135	86.16660					
470	Hudsonelpidia brevirostris	species	224.31	221.44	early Norian		Epigondolella quadrata Condonto Biozone	North Shore, Peace Reach Branch, Williston Lake, British Columbia, Canada; GSC locality C-301269	CA	McGowan1995CJES	ROM 44629, ROM 41993	1306282		56.11197	-122.88551					
471	Isfjordosaurus minor	species	247.04	246.8	Spathian	Lower Saurian Niveau, Vendomdalen Member, Vikinghøgda Formation	Keyserlingites subrobustus Ammonoid Biozone	Middelhook, Isfjord, Spitsbergen, Svalbard	SJ	Wiman1910BGIUa		1420150		79.56667	13.48333					Originally *Pessopteryx minor*; affinities questionable
472	Macgowania janiceps	species	217.52	214.07	middle Norian		Epigondolella matthewi, Epigondolella multidentata conodont biozones	Jewitt Spur, west of McLay Spur, Peace Reach Branch, Williston Lake, British Columbia, Canada	CA	McGowan1996CJES	ROM 41992	1134412		56.15884	-122.55936					Originally *Ichthyosaurus janiceps*
473	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Besano Formation	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	GPIT/RE/166, GPIT/RE/, NC/03/H/13, PIMUZ T2423, PIMUZ T2405, SMNS 16688, SMNS 16966, SMNS 15049, SMNS 16964, SMNS 15045, SMNS 15048, SMNS 15044, SMNS 54068a, SMNS 54068b, GPIT/1799/1, GPIT/1799/2, GPIT/1799/3	1162165,1310837		45.91405	8.94983					
474	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Cava Tre Fontane, Monte San Giorgio, Canton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T4858, PIMUZ T4857, PIMUZ T4848, PIMUZ T4923			45.911945	8.940556					
475	Mixosaurus cf. cornalianus	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Cava Tre Fontane, Monte San Giorgio, Canton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T4858			45.911945	8.940556					
476	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T5925			45.91405	8.94983					
477	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, Minerales grosso 2, bed 113	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2408			45.91405	8.94983					
478	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 120	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2422, PIMUZ T2427			45.91405	8.94983					
479	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, ultimo minerale 17	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2425			45.91405	8.94983					
480	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, ultimo minerale 17	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2425			45.91405	8.94983					
481	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 100	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2423			45.91405	8.94983					
482	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 118	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2424			45.91405	8.94983					
483	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, Minerales 15	Nevadites secedensis Ammonite Biozone	Valle Stelle, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2420			45.91235	8.93917					
484	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 120	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T1324			45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
485	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, minerale 8, bed 97	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T1899			45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
486	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Upper Grenzbitumenzone, minerale 1(T.n), bed 135	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T1869a-b			45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
487	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	PIMUZ T2177, PIMUZ T2140, PIMUZ T2079a-b, PIMUZ T2102			45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
488	Mixosaurus xindianensis	species	244.34	244.14	Pelsonian	Guanling Formation	Nicoraella kockeli Conodont Biozone	Xindian town, Pu'an County, Guizhou Province, China	CN	Chen2010APS	YIGMR SPCV0732	1418765		25.64524	104.96750					
489	Parvinatator wapitiensis	species	248.2	246.8	Spathian	Vega-Phroso Membeer, Sulphur Mountain Formation		D cirque, south east Wapit Lake, British Columbia, Canada	CA	Nicholls1995Vfateosc	TMP 89.127.8	1420149		54.51944	-120.72194					
490	Phantomosaurus neubigi	species	243.43	241.5	Illyrian	lower Upper Muschelkalk	pulcher/robustus conodont zone	Karlstadt/Main, Franconia, Germany	DE	Sander1997AMR,Maisch2006JVP	BSP 1992 I 39	850677		49.96667	9.76667					Originally *Shastasaurus neubigi*
491	Qianichthyosaurus xingyiensis	species	241.5	237.0	Ladinian	Zhunganpo Formation, Xingyi Fauna	Nicoraella kockeli–Metapolygnathus polygnathiformis conodont biozones	Wusha Town, Xingyi, Guizhou Province, China	CN	Yang2013ASNUP	WS2011-46-R1, WS2011-50-R7	1418476		25.13596	104.76357					
492	Qianichthyosaurus zhoui	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Huangtutang, Xinpu, Guanling County, Guizhou Province, China	CN	Li1999CSB	IVPP V 11839, IVPP V 11838	1505388		25.86764	105.41991					
493	Qianichthyosaurus zhoui	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpuxiang, Guanling, Guizhou Province, China	CN	Nicholls2002JVP	CMNH V1412/C1120	882593		25.86942	105.41966					
494	Qianichthyosaurus zhoui	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpuxiang, Guanling, Guizhou Province, China	CN	Wang2008P	YIGMR XTwQ-3, YIGMR TR00040, YIGMR TR00047	788481		25.86942	105.41966					
495	Qianichthyosaurus zhoui	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xiaowa Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Maisch2008NJFGPA	GMPKU0P-1208			25.89139	105.42845					
496	Qianichthyosaurus zhoui	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Maou Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Yin2000GG	Gmr008			25.89560	105.41519					
497	Quasianosteosaurus vikinghoegdai	species	247.04	246.8	Spathian	Lower Grippia Niveau, Vendomdalen Member, Vikinghøgda Formation	Bajarunia euomphala Ammonoid Biozone	Vikinghøgda, Spitsbergen, Svalbard	SJ	Maisch2003NJFGPAb	MNHN SVT 331	1420109		78.24944	16.80844					
498	Sclerocormus parviceps	species	247.14	247.06	Spathian	Nanlinghu Formation, Upper Member, bed 719	Subcolumbites Ammonite Biozone	Majiashan Quarry, Chaohu, Anhui Province, China	CN	Jiang2016SR	AGM AGB6265	1329760		31.6206	117.819702					
499	Shastasaurus liangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Cockpo, Xinpu, Guanling, Guizhou	CN	Yin2000GG	Gmr014	788483		25.88618	105.41442					
500	Shastasaurus liangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling, Guizhou	CN	Sander2011PO	YIGMR SPCV03107, YIGMR SPCV03108, YIGMR SPCV03109			25.88618	105.41442					
501	Shastasaurus liangae	species	235.59	233.6	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling, Guizhou	CN	Sander2011PO	GNG dq-50			25.88618	105.41442					
502	Toretocnemus zitteli	species	232.82	231.25	Lower Tuvalian	Hosselkus Limestone Formation	Tropites subbulatus Ammonite Biozone	Smith's Cove, between Squaw Creek and Pit River, Shasta County, California, USA	US	Merriam1908MUC	UCMP 8099	1168607		40.79536	-122.25792					
503	Toretocnemus californicus	species	232.82	231.25	Lower Tuvalian	Hosselkus Limestone Formation	Tropites subbulatus Ammonite Biozone	Bear Cove, east side Brock Mountain, between Pit River and Squaw Creek, Shasta County, California, USA	US	Merriam1908MUC	UCMP 8100	1420044		40.88393	-122.07823					
504	Toretocnemus californicus	species	233.6	228.45	upper Carnian	Antimonio Formation, local bed 27	Arcestes sp. Ammonoid Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP	ERNO-A-3	1528939		30.73811	-112.60720					
505	Toretocnemus californicus	species	214.07	209.56	upper Carnian	Antimonio Formation, local bed 5	Sirenites nanseni Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP	ERNO-A-1			30.73811	-112.60720					
506	Toretocnemus californicus	species	214.07	209.56	upper Carnian	Antimonio Formation, local bed 4	Sirenites nanseni Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP	ERNO-A-4			30.73811	-112.60720					
507	Shastasaurus pacificus	species	233.6	232.82	upper Carnian	Antimonio Formation, local bed 12	Tropites dilleri Ammonoid Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP	UCMP 27141, UCMP 27142, UCMP 27146			30.73811	-112.60720					assigned to *Shastasaurus altispinus*
508	Wimanius odontopalatus	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	Maisch1998NJGPM	GPIT/1797	1134410		45.91405	8.94983					
509	Xinminosaurus catactes	species	244.34	243.43	Pelsonian	Upper Member, Guanling Formation	Nicoraella germanicus Conodont Biozone	Yangjuan Village, Xinmin District, Panxian County, Guizhou Province, China	CN	Jiang2008PNS	GMPKU-P-1071	913706		25.466667	104.833336					
510	Grippia cf. longirostris	species	248.2	246.8	Spathian	Vega-Phroso Membeer, Sulphur Mountain Formation		Locality A, Wapiti Lake, British Columbia, Canada	CA	Brinkman1992P	TMP 89.128.5, TMP 86.152.12	920238		54.52639	-120.73611					
511	Grippia cf. longirostris	species	248.2	246.8	Spathian	Vega-Phroso Membeer, Sulphur Mountain Formation		Locality D, Wapiti Lake, British Columbia, Canada	CA	Brinkman1992P	TMP 89.127.12	920238		54.51944	-120.72194					
512	Mixosaurus kuhnschneyderi	species	244.34	243.43	Pelsonian	Upper Member, Guanling Formation	Nicoraella germanicus Conodont Biozone	Luoke, Xinzhai Village, Luping County, Yunnan Province, China	CN	Chen2009AGS	YIGM SPCV0810	1418768		24.85047	104.38996					
513	Baisesaurus robustus	species	247.79	246.9	upper Spathian	Luolou Formation upper part	Triassospathodus homeri–Triassospathodus triangularis Conodont Biozones	Zhebao Township, Longlin County, Baise City, Guanxi, China	CN	Ren2022P	CUGW VH107			24.93626	105.20096					
514	Eurhinosaurus longirostris	species	181.21	180.36	early Toarcian	Posidonienschiefer Formation, bed Lias εII,10	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	vonHuene1928NJFMGPBB,Swinton1930GM	NHMUK R5465			48.64033	9.526949					holotype of Eurhinosaurus huenei
515	Eurhinosaurus	genus	183.3	182.9	early Toarcian	Posidonienschiefer Formation, bed Lias εII,3	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	J. Fischer Quarry, Zell unter Aichelberg, Baden-Württemberg, Germany	DE	Maxwell2022G	SMNS 53363			48.63515	9.56952					
516	Eurhinosaurus longirostris	species	180.36	178.24	early Toarcian	Reitheim Member, Posidonienschiefer Formation	Hildoceras bifrons Ammonite Biozone?	Staffelegg-pass, Switzerland	CH	Reisdorf2011SJG	PIMUZ A/III 0749	1125525		47.43534	8.06165					
517	Eurhinosaurus longirostris	species	183.7	178.24	early Toarcian	Upper Lias		Whitby, Yorkshire, England, UK	GB	McGowan1994P	NHMUK PV 14566			54.49023	-0.60558					holotype of Ichthyosaurus longirostris = Eurhinosaurus longirostris
518	Eurhinosaurus longirostris	species	182.9	182.05	early Toarcian	Posidonienschiefer Formation, bed Lias εII,4	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	McGowan1994P,McGowan1979PAP	SMNS 14931			48.64033	9.526949					
519	Eurhinosaurus longirostris	species	182.9	181.21	early Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Holzmaden, Baden-Württemberg, Germany	DE	McGowan1994P,McGowan1979PAP	MNHP 1946-20, MHH '433', GPIT PJ 24361, GPIT '440'			48.64033	9.526949					
520	Eurhinosaurus longirostris	species	182.9	181.21	early Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Ohmden, Baden-Württemberg, Germany	DE	McGowan1994P,McGowan1979PAP	GPIT '439'			48.65202	9.54197					
521	Eurhinosaurus longirostris	species	182.9	180.36	early Toarcian	Posidonienschiefer Formation, bed Lias εII,9/10	Harpoceras elegans–Harpoceras falciferum ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Holzmaden, Baden-Württemberg, Germany	DE	McGowan1994P,McGowan1979PAP	FSF '432'			48.64033	9.526949					
522	Eurhinosaurus longirostris	species	183.7	180.36	early Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemberg, Germany	DE	McGowan1994P,McGowan1979PAP	SMNS '438', NHMUK PV R3938, SMNS R4085			48.64033	9.526949					
523	Excalibosaurus costini	species	199.36	197.95	Sinemurian	Lower Lias	Arietites bucklandi Ammonoid Biozone?	Foreshore at Lilstock, Somerset, England, UK	GB	McGowan1986N	BRSMG Cc881	1125526		51.210224	-3.15237					holotype specimen
524	Excalibosaurus costini	species	199.36	197.95	Sinemurian	Lower Lias	Arietites bucklandi Ammonoid Biozone?	Watchet, Somerset, England, UK	GB	McGowan2003JVP	ROM 49697	1125527		51.18179	-3.34281					
525	Gengasaurus nicosiae	species	153.55	150.94	late Kimmeridgian–earliest Tihonian	Calcari ad aptici e Saccocoma Formation		200 m SW of Il Sassone olistolith, Camponocecchio, Genga, Ancona, Marche, Italy	IT	Paparella2016GM	MSVG 39617	1419312		43.40779	12.98128					
526	Ichthyosaurus anningae	species	191.05	190.74	lower Pliensbachian	Bed 110, Stonebarrow Marl Member, Charmouth Mudstone Formation	Polymorphites polymorphus Ammonoid Subbiozone, Uptonia jamesoni Ammonoid Biozone	Charmouth, Dorset, England, UK	GB	Lomax2015JVP	DONMG:1983.98	1314754		50.73415	-2.91159					holotype specimen
527	Ichthyosaurus anningae	species	199.4	183.7	Sinemurian–Pliensbachian?			Dorset, England, UK	GB	Lomax2015JVP	NMW G.1597, NHMUK OR 10028			50.73415	-2.91159					holotype specimen
528	Ichthyosaurus anningae	species	200.16	193.24	Sinemurian		Schlotheimia angulata–Oxynoticeras oxynotum ammonoid biozones	Lyme Regis, Dorset, England, UK	GB	Lomax2015JVP	NHMUK OR 120			50.72863	-2.92872					holotype specimen
529	Ichthyosaurus breviceps	species	200.16	196.54	upper Hettangian–lower Sinemurian	Charmouth Mudstone Formation	Schlotheimia angulata–Arnioceras semicostatum ammonoid biozones	Lyme Regis, Dorset, England, UK	GB	Massare2014GMa	CAMSM X.50187	1125906		50.72863	-2.92872					
530	Ichthyosaurus breviceps	species	200.16	196.54	upper Hettangian–lower Sinemurian	Charmouth Mudstone Formation	Schlotheimia angulata–Arnioceras semicostatum ammonoid biozones	Lyme Regis, Dorset, England, UK	GB	McGowan1974LSCROMa	NHMUK 43006, NHMUK R216, NHMUK 8437, NHMUK R1074, NHMUK R3367, NHMUK 39263, NHMUK 33277			50.72863	-2.92872					NHMUK 43006 is holotype specimen
531	Ichthyosaurus larkini	species	201.36	201.16	lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Walton, near Street, Somerset, England, UK	GB	Lomax2017PP	BRSUG 25300	1432613		51.12336	-2.77560					holotype specimen
532	Ichthyosaurus larkini	species	201.36	201.16	lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Street, Somerset, England, UK	GB	Lomax2017PP	CAMSM J59575, NHMUK PV OR5595, AGC 11	1432613		51.13073	-2.74366					
533	Ichthyosaurus somersetensis	species	201.36	201.16	lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Glastonbury?, Somerset, England, UK	GB	Lomax2017PP	ANSP 15766			51.15561	-2.70882					holotype specimen
534	Ichthyosaurus somersetensis	species	201.36	201.16	lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Street, Somerset, England, UK	GB	Lomax2017PP	BRSMG Cb4997, NHMUK PV OR2013, AGC 16, ROM 26029	1432614		51.13073	-2.74366					
535	Ichthyosaurus communis	species	200.16	196.54	upper Hettangian–lower Sinemurian	Charmouth Mudstone Formation	Schlotheimia angulata–Arnioceras semicostatum ammonoid biozones	Lyme Regis, Dorset, England, UK	GB	Massare2017JSP,McGowan1974LSCROMa	NHMUK PV R1162, NHMUK PV R1073, NHMUK PV OR36256, BU 5289, CAMSM J35187, FMNH P 25027, MCZ 1079, MCZ 1493, OUMNH J.10341/P, PETMG R174, ROM 12805	885759		50.72863	-2.92872					NHMUK PV R1162 is neotype specimen
536	Ichthyosaurus communis	species	200.16	196.54	upper Hettangian–lower Sinemurian	Charmouth Mudstone Formation	Schlotheimia angulata–Arnioceras semicostatum ammonoid biozones	Whitby?, Yorkshire, England, UK	GB	Maisch1997SBNBa,Massare2017JSP	SMNS 13111			54.49023	-0.60558					NHMUK PV R1162 is neotype specimen
537	Protoichthyosaurus prostaxalis	species	201.36	201.16	lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Street, Somerset, England, UK	GB	Lomax2017JVP	BRLSI M3555, BRLSI M3553, BRLSI M3563, AGC 12, NMING F874	1433004		51.13073	-2.74366					BRLSI M3553 is holotype; BRLSI M3555, BRLSI M3563 are paratypes
538	Protoichthyosaurus prostaxalis	species	201.36	201.16	lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Severn Valley, Gloucestershire, England, UK	GB	Lomax2017JVP	GLAHM V1180			51.77424	-2.38232					Hock Cliff as approximate location
539	Protoichthyosaurus prostaxalis	species	201.36	201.16	lower Hettangian	Hydraulic Limestones, Lower Lias Group		Barnstone, Nottinghamshire, England, UK	GB	Lomax2017JVP	NOTNH:FS13770, UOD D1			52.90616	-0.90036					
540	Protoichthyosaurus prostaxalis	species	201.36	201.16	lower Hettangian	Wilmcote Limestone Member, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Binton, Warwickshire, England, UK	GB	Lomax2017JVP	WARMS G347			52.27367	-1.45798					
541	Protoichthyosaurus prostaxalis	species	201.36	201.16	lower Hettangian		Psiloceras tilmanni Ammonite Biozone	Barrow-upon-Soar, Leicestershire, England, UK	GB	Lomax2017JVP,Lomax2018P	NHMUK R36957, LEICT G729.1889.1, LEICT G454.1951/164, NMING:F16635, NMING:F8756	1433005		52.75015	-1.13576					LEICT G454.1951/164 is paratype
542	Protoichthyosaurus prostaxalis	species	200.16	196.54	upper Hettangian–lower Sinemurian	Charmouth Mudstone Formation?	Schlotheimia angulata–Arnioceras semicostatum ammonoid biozones	Lyme Regis, Dorset, England, UK	GB	Lomax2018P	GPIT 1796/1			50.72863	-2.92872					LEICT G454.1951/164 is paratype
543	Protoichthyosaurus applebyi	species	201.36	174.15	Lower Jurassic			Nottinghamshire or Leicestershire, England, UK	GB	Lomax2017JVP	UNM.G.2017.1			52.80276	-1.18652					holotype specimen
544	Protoichthyosaurus applebyi	species	199.36	197.95	Lower Jurassic	Lower Lias	Arietites bucklandi Ammonoid Biozone?	Foreshore at Lilstock, Somerset, England, UK	GB	Lomax2018P	TTNCM:59/2000			51.210224	-3.15237					
545	Protoichthyosaurus applebyi	species	200.16	196.54	upper Hettangian–lower Sinemurian	Charmouth Mudstone Formation?	Schlotheimia angulata–Arnioceras semicostatum ammonoid biozones	Lyme Regis, Dorset, England, UK	GB	Lomax2018P	NHMUK R1164			50.72863	-2.92872					
