"occurrence_no"	"record_type"	"reid_no"	"flags"	"collection_no"	"identified_name"	"identified_rank"	"identified_no"	"difference"	"accepted_name"	"accepted_attr"	"accepted_rank"	"accepted_no"	"early_interval"	"late_interval"	"max_ma"	"min_ma"	"ref_author"	"ref_pubyr"	"reference_no"	"phylum"	"class"	"order"	"family"	"genus"	"plant_organ"	"plant_organ2"	"abund_value"	"abund_unit"	"lng"	"lat"	"occurrence_comments"	"collection_name"	"collection_subset"	"collection_aka"	"cc"	"state"	"county"	"latlng_basis"	"latlng_precision"	"geogscale"	"geogcomments"	"paleomodel"	"paleolng"	"paleolat"	"geoplate"	"cc.1"	"protected"	"formation"	"stratgroup"	"member"	"stratscale"	"zone"	"localsection"	"localbed"	"localorder"	"regionalsection"	"regionalbed"	"regionalorder"	"stratcomments"	"lithdescript"	"lithology1"	"lithadj1"	"lithification1"	"minor_lithology1"	"fossilsfrom1"	"lithology2"	"lithadj2"	"lithification2"	"minor_lithology2"	"fossilsfrom2"	"environment"	"tectonic_setting"	"geology_comments"	"assembl_comps"	"articulated_parts"	"associated_parts"	"common_body_parts"	"rare_body_parts"	"feed_pred_traces"	"artifacts"	"component_comments"	"pres_mode"	"preservation_quality"	"spatial_resolution"	"temporal_resolution"	"lagerstatten"	"concentration"	"orientation"	"abund_in_sediment"	"sorting"	"fragmentation"	"bioerosion"	"encrustation"	"preservation_comments"	"collection_type"	"collection_methods"	"museum"	"collection_coverage"	"collection_size"	"rock_censused"	"collectors"	"collection_dates"	"collection_comments"	"taxonomy_comments"	"taxon_environment"	"environment_basis"	"motility"	"life_habit"	"vision"	"diet"	"reproduction"	"ontogeny"	"ecospace_comments"	"composition"	"architecture"	"thickness"	"reinforcement"
949906	"occ"	NA	NA	89950	"Platypterygius n. sp. longmani"	"species"	170928	"subjective synonym of"	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Kear"	2003	36419	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	1	"individuals"	143.800003	-20.883329	"QM F2453 - type (complete skull, scapulae, partial coracoids, partial forelimb, 83 vertebral centra)"	"Telemon lease, Dunluce Station"	NA	"Mythunga camara and Platypterygius longmani types"	"AU"	"Queensland"	""	"estimated from map"	"5"	"hand sample"	"Dunluce Station, near Hughenden, north-central Queensland; Telemon Lease"	"gp_mid"	137.11	-62.14	"801"	"AU"	""	"Toolebuc"	"Rolling Downs"	""	"formation"	"Pseudoceratium ludbrookiae"	""	""	""	NA	NA	NA	"\"Age determinations for the Toolebuc Formation based on dinoflagellates and miospores indicate a latest middle to late Albian range: Pseudoceratium ludbrookiae dinoflagellate Zone and Coptospora paradoxa spore-pollen Zone\""	"\"Calcareous nodule\""	"\"carbonate\""	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	"some"	""	""	NA	NA	""	"body,concretion"	""	"parautochthonous"	""	""	"dispersed"	""	""	NA	""	""	""	""	"taxonomic"	"survey of museum collection"	""	""	""	NA	"P. Gilmore"	"April 1991"	"QM: Queensland Museum; Holotype of Platypterygius longmani found prior to 1990. Mythunga found by Phillip Gilmore."	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
984456	"occ"	NA	NA	118044	"n. gen. Sveltonectes n. sp. insolitus"	"species"	202541	""	"Sveltonectes insolitus"	NA	"species"	202541	"Late Barremian"	""	130	125.45	"Fischer et al."	2011	38000	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Sveltonectes"	NA	NA	1	"specimens"	48.366669	54.316666	"IRSNB R269 - holotype (a nearly complete skeleton)"	"Ulyanovsk area [Sveltonectes insolitus type locality]"	NA	""	"RU"	"Ul'yanovsk"	""	"based on political unit"	"minutes"	"local area"	""	"gp_mid"	62.35	41.37	"302"	"RU"	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	"soft and calcareous marls"	"marl"	""	""	"calcareous"	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	"First acquired by a German collector during the 1980s and then deposited in the collections of the Royal Belgian Institute of Natural Sciences"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
989227	"occ"	NA	NA	119005	"Platypterygius americanus"	"species"	170927	""	"Platypterygius americanus"	NA	"species"	178350	"Albian"	"Cenomanian"	113	93.9	"Maxwell and Kear"	2010	38221	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	-106	51	"CMN 10424 (partial rostrum); listed by Russell (1998)"	"Southern Saskatchewan"	NA	"Canadian Museum of Nature; Platypterygius americanus referred specimen"	"CA"	"Saskatchewan"	""	""	"degrees"	""	"Southern Saskatchewan"	"gp_mid"	-57.43	57.39	"101"	"CA"	""	"Ashville"	""	""	""	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
989266	"occ"	NA	NA	119010	"Platypterygius longmani"	"species"	170928	"subjective synonym of"	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Kear"	2005	38235	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	144.199997	-20.841667	"QM F551 (articulated skull) (paratype)"	"Galah Creek, Hughenden"	NA	""	"AU"	"Queensland"	""	"based on nearby landmark"	"seconds"	"local area"	"Galah Creek, near Hughenden, central Queensland"	"gp_mid"	137.91	-62.17	"801"	"AU"	""	"Toolebuc"	"Rolling Downs"	""	"bed"	""	""	""	""	NA	NA	NA	"\"latest mid to Upper Albian P. ludbrookiae Zone/upper C. paradoxa-P. pannosus Zone ([Moore et al., 1986]; [McMinn and Burger, 1986])\""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
989280	"occ"	NA	NA	119020	"n. gen. Athabascasaurus n. sp. bitumineus"	"species"	203467	""	"Athabascasaurus bitumineus"	NA	"species"	203467	"Early Albian"	""	112.03	109	"Druckenmiller and Maxwell"	2010	38238	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Athabascasaurus"	NA	NA	1	"individuals"	-111.667221	56.995834	"TMP 2000.29.01 - holotype (nearly complete skull, missing premaxilla & anterior half of lower jaw; complete, articulated presacral axial skeleton & anterior caudal series; portions of R scapula & coracoid; articulated pelvic girdle)"	"Syncrude Base Mine, West side III"	NA	"TMP 2000.29.01; Athabascasaurus bitumineus type locality"	"CA"	"Alberta"	""	"stated in text"	"seconds"	"small collection"	"approximately 35 km north of Fort McMurray, Alberta, Canada. Discovered in the west side of the Syncrude Canada Ltd. Base Mine near Mildred Lake"	"gp_mid"	-52.13	64.34	"101"	"CA"	""	"Clearwater"	"Mannville"	"Wabiskaw"	"bed"	""	""	""	""	NA	NA	NA	"Lowermost Albian age based on angiosperm palynomorphs and Foraminifera"	"3 m thick, heterolithic, very fine- to medium-grained glauconitic sandstone unit"	"sandstone"	"very fine,medium,glauconitic"	""	""	"Y"	""	""	""	""	""	"transition zone/lower shoreface"	""	"under fully marine conditions in the lower shoreface to offshore transition zone"	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"selective quarrying"	"TMP"	""	""	NA	"Syncrude, Canada"	"2000"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
990028	"occ"	NA	NA	119283	"Baptanodon discus"	"species"	174059	""	"Baptanodon discus"	NA	"species"	174058	"Oxfordian"	""	163.5	157.3	"Knight"	1900	38280	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Baptanodon"	NA	NA	NA	""	-105.594444	41.638332	""	"Albany County (Plesiosaurus shirleyensis type locality) [PROXY]"	NA	""	"US"	"Wyoming"	"Albany County"	"based on political unit"	"seconds"	"local area"	"Use centroid of Albany County in Google Earth"	"gp_mid"	-36.61	28.4	"101"	"US"	""	"Sundance"	""	"Redwater Shale"	""	""	""	""	""	NA	NA	NA	"'Shirley stage' = Oxfordian in modern use. Inferred Redwater Shale Member of Sundance Formation"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"surface (in situ)"	""	""	""	NA	"W. C. Knight"	""	"University of Wyoming, Casper"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
996734	"occ"	NA	NA	120555	"Platypterygius n. sp. ochevi"	"species"	205709	""	"Platypterygius ochevi"	NA	"species"	205709	"Albian"	"Cenomanian"	113	93.9	"Arkhangelsky et al."	2008	38536	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	39.033333	51.683334	"ZIN PH 1/71 - type  (fragments of cranial bones, incomplete coracoid, forelimbs, partial vertebral column, and rib fragments)"	"Semiluki"	NA	"Veduga River, Voronezh; Platypterygius ochevi type"	"RU"	"Voronezh"	""	"based on political unit"	"minutes"	"small collection"	"Valley of the right bank of the Veduga River (close to the Voronezh–Semiluki highway), 4 km north of the town of Semiluki of the Voronezh Region"	"gp_mid"	55.06	46.99	"302"	"RU"	""	""	""	""	"bed"	""	""	""	""	NA	NA	NA	""	"Glauconitic–quartz sand; The bones are yellowish white, very weakly phosphatized,\r\ncovered in places by a crust of fine-grained sandstone, with siliceous cement."	"sandstone"	"fine,glauconitic,phosphatic"	""	"cherty/siliceous"	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	"snapshot"	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	"Department of General and Historical Geology, Voronezh State University"	"Spring 1984"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006657	"occ"	NA	NA	66422	"n. gen. Acamptonectes n. sp. densus"	"species"	212187	""	"Acamptonectes densus"	NA	"species"	212187	"Early Hauterivian"	""	136.4	130	"Fischer et al."	2012	39106	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Acamptonectes"	NA	NA	NA	""	-0.236	54.161999	"GLAHM 132588 - holotype (a partial adult skeleton, including fragmentary skull roof, mandible, axial skeleton and scapular girdle)"	"Bed D2D, Speeton"	NA	""	"UK"	"England"	"North Yorkshire"	"estimated from map"	"3"	"outcrop"	""	"gp_mid"	23.09	38.85	"315"	"UK"	""	"Speeton Clay"	""	""	"bed"	"Endemoceras amblygonium"	""	""	""	NA	NA	NA	"amblygonium Zone"	"The Speeton Clay Fm. consists of a condensed succession, about 130m thick, spanning much of the Lower Cretaceous from the Upper Berriasian to Middle Albian. The sediments are dominantly bioturbated open marine clays, some levels being rich in diagenetic carbonate and phosphate concretions and many units being rich in glauconite. There are a number of distinct horizons of hiatal condensation and erosion at which phosphatic fish material is concentrated."	"claystone"	"bioturbation,nodular,phosphatic"	"poorly lithified"	""	""	""	""	""	""	""	"offshore"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,original phosphate"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"bulk,mechanical,sieve,field collection"	""	""	""	NA	"C.J. Underwood, D. Ward"	""	"Repository: Liverpool Museum, National Museums and Galleries on Merseyside (LIVCM). Bulk samples of clay, 30–70 kg in dry weight, were sieved for fish material using a 125 mm or 250 mm mesh. The residues were picked for fish remains at size fractions down to 355 mm where possible, but coarse glauconite in some samples meant that picking size fractions below 500 mm was impractical."	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006659	"occ"	NA	NA	122652	"Acamptonectes densus"	"species"	212187	""	"Acamptonectes densus"	NA	"species"	212187	"Early Hauterivian"	""	136.4	130	"Fischer et al."	2012	39106	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Acamptonectes"	NA	NA	NA	""	-0.2893	54.210098	"NHMUK R11185 - paratype (a partial rostrum and mandible, fragmentary ribs and a complete right humerus)"	"Speeton Clay Fm, Bed D2C, Filey, Yorkshire"	NA	""	"UK"	"England"	"North Yorkshire"	"estimated from map"	"4"	"outcrop"	"locality of Filey, 6 miles north of Speeton"	"gp_mid"	23.05	38.9	"315"	"UK"	""	"Speeton Clay"	"Cromer Knoll"	"D"	"bed"	""	"Speeton"	"D2C"	""	NA	NA	NA	""	"The Speeton Clay Fm. consists of a condensed succession, about 130m thick, spanning much of the Lower Cretaceous from the Upper Berriasian to Middle Albian. The sediments are dominantly bioturbated open marine clays, some levels being rich in diagenetic carbonate and phosphate concretions and many units being rich in glauconite. There are a number of distinct horizons of hiatal condensation and erosion at which phosphatic fish material is concentrated."	"claystone"	""	""	""	""	""	""	""	""	""	"transition zone/lower shoreface"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	"BMNH"	""	""	NA	""	"1985"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006660	"occ"	NA	NA	122653	"Acamptonectes densus"	"species"	212187	""	"Acamptonectes densus"	NA	"species"	212187	"Late Hauterivian"	""	136.4	130	"Fischer et al."	2012	39106	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Acamptonectes"	NA	NA	NA	""	10.654167	52.24889	"SNHM1284-R - paratype (partial subadult skeleton, including fragmentary skull roof, complete mandible, partial axial skeleton and partial scapular girdle)"	"Cremlingen, A39 autobahn"	NA	"Acamptonectes densus paratype"	"DE"	"Lower Saxony"	""	"based on political unit"	"seconds"	"small collection"	""	"gp_mid"	31.24	36.7	"315"	"DE"	""	""	""	""	""	""	""	""	""	NA	NA	NA	"The following reference provides detailed stratigraphic information about the specimen:\r\n\r\nSeibertz E, Kruger FJ (2008) Biostratigraphie und Pala¨obiogeographie des\r\nHauterivium von Cremlingen bei Braunschweig bestimmt mit Cephalopoden\r\n(Unterkreide, Ostniedersachsen). Braunschweiger Naturkundliche Schriften 8:\r\n273–287."	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"selective quarrying"	""	""	""	NA	"Hans-Dieter Macht and the SNHM in Braunschweig"	"2005"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006673	"occ"	NA	NA	122660	"Caypullisaurus bonapartei"	"species"	149989	""	"Caypullisaurus bonapartei"	NA	"species"	149989	"Late Tithonian"	""	150.8	145	"Fernández"	2007	35024	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Caypullisaurus"	NA	NA	NA	""	-69.667503	-39.194443	"MLP 85-I-15-1 (skull and part of the forefin)"	"Chacay Melelhue"	NA	"Caypullisaurus bonapartei referred locality\r\nCaypullisaurus bonapartei referred material"	"AR"	"Neuquén"	""	"based on nearby landmark"	"seconds"	"small collection"	"Chacay Melelhue, Neuquén Province"	"gp_mid"	-25.04	-47.24	"291"	"AR"	""	"Vaca Muerta"	""	""	"bed"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	"MLP"	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006674	"occ"	NA	NA	122661	"Caypullisaurus bonapartei"	"species"	149989	""	"Caypullisaurus bonapartei"	NA	"species"	149989	"Late Tithonian"	""	150.8	145	"Fernández"	2007	35024	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Caypullisaurus"	NA	NA	NA	""	-70.495834	-38.112499	"MOZ-P6097 (complete skull and mandible)"	"Trincajuera Creek"	NA	"Caypullisaurus bonapartei referred locality\r\nCaypullisaurus bonapartei referred material"	"AR"	"Neuquén"	""	"stated in text"	"seconds"	"small collection"	"Trincajuera Creek, Neuquén Province, 12km east of Loncopué village"	"gp_mid"	-26.16	-46.24	"291"	"AR"	""	"Vaca Muerta"	""	""	"bed"	"Substeueroceras koeneni"	""	""	""	NA	NA	NA	""	"Dark shales with thick sections of light brown fissile marls and intercalations of black and grey limestones, dark calcareous concretions and aragonite veins"	"\"shale\""	""	""	""	"Y"	"marl"	""	""	""	""	"marine indet."	""	"Western sector of the Fold and Thrust Agrio Belt"	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006675	"occ"	NA	NA	122662	"Caypullisaurus bonapartei"	"species"	149989	""	"Caypullisaurus bonapartei"	NA	"species"	149989	"Berriasian"	""	145	139.8	"Fernández"	2007	35024	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Caypullisaurus"	NA	NA	NA	""	-69.667503	-39.194443	"MOZ-P6139 (skull and vertebrae)"	"Yesera del Tromen"	NA	"Caypullisaurus bonapartei referred locality\r\nCaypullisaurus bonapartei referred material"	"AR"	"Neuquén"	""	"based on nearby landmark"	"seconds"	"small collection"	"Yesera del Tromen, Neuquén Province"	"gp_mid"	-27.22	-44.54	"291"	"AR"	""	"Vaca Muerta"	""	""	"bed"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006711	"occ"	NA	NA	122700	"Platypterygius n. sp. hercynicus"	"species"	170925	""	"Platypterygius hercynicus"	NA	"species"	170925	"Late Aptian"	""	122.46	112.03	"Kolb and Sander"	2009	39111	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	10.333333	52.150002	"SMSS - type (partial skull, vertebral column, partial pectoral girdle, two forefins and parts of the hindfins)"	"Pit \"Gitter\", Salzgitter"	NA	"Platypterygius hercynicus type"	"DE"	"Niedersachsen"	""	"based on nearby landmark"	"minutes"	"small collection"	"Pit \"Gitter\", Salzgitter, Northern Harzvorland, Lower Saxony, Germany"	"gp_mid"	34.41	42.66	"315"	"DE"	""	""	""	""	"bed"	""	""	""	""	NA	NA	NA	"Neocomer Erzhorizont (Neocomian ore horizon)"	""	"mudstone"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	"J. Weigelt"	"1940"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006717	"occ"	NA	NA	47057	"Platypterygius australis"	"species"	186984	""	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Zammit et al."	2010	34890	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	143.583328	-20.866667	"KKM R519 (44 caudal centra, complete left hind limb, right femur, partial right hind limb) and QM F18906 (left and right hind limbs)"	"Marathon Station, Flinders River (QM)"	NA	""	"AU"	"Queensland"	""	"estimated from map"	"minutes"	"small collection"	"in open country S of Flinders River on Marathon Station, E of Richmond, N-central Queensland"	"gp_mid"	136.69	-62.08	"801"	"AU"	""	"Toolebuc"	"Rolling Downs"	""	"bed"	""	""	""	""	NA	NA	NA	"originally described as from the \"Allaru Mudstone\""	"\"silty buff-grey micrite concretions\""	"lime mudstone"	"concretionary,gray,yellow"	""	"silty"	"Y"	""	""	""	""	""	"basinal (carbonate)"	""	"\"deposited in the inland sea\""	"macrofossils,mesofossils,microfossils"	""	"many"	""	""	NA	NA	""	"body,concretion,soft parts"	"medium"	"autochthonous"	"snapshot"	""	"dispersed"	"random"	""	NA	""	""	""	"body found upside down in marine deposit, having ashed out to sea; no tooth marks but some shark teeth; may have mummified on land prior to transport whole"	"taxonomic"	"selective quarrying,surface (float),surface (in situ),mechanical,field collection"	""	""	""	NA	"I. Ievers"	"1989-1990"	"plants found in gut cavity as a cololite"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006718	"occ"	NA	NA	122701	"Platypterygius australis"	"species"	186984	""	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Zammit et al."	2010	34890	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	143.800003	-20.883329	"QM F2299 (partial coracoid)"	"Ashgrove Station"	NA	""	"AU"	"Queensland"	""	"based on nearby landmark"	"5"	"small collection"	"Ashgrove Station, Brixton, Queensland"	"gp_mid"	137.11	-62.14	"801"	"AU"	""	"Allaru Mudstone"	"Rolling Downs"	""	"bed"	""	""	""	""	NA	NA	NA	""	""	"mudstone"	""	""	"calcareous"	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"selective quarrying"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006719	"occ"	NA	NA	122702	"Platypterygius australis"	"species"	186984	""	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Zammit et al."	2010	34890	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	143.800003	-20.883329	"QM F2573 (left humerus with partial fin)"	"Lydia Downs Station, Nelia"	NA	""	"AU"	"Queensland"	""	"based on nearby landmark"	"5"	"small collection"	"Lydia Downs Station, Nelia, north-central Queensland; Telemon Lease"	"gp_mid"	137.11	-62.14	"801"	"AU"	""	"Toolebuc"	"Rolling Downs"	""	"bed"	"P. ludbrookiae"	""	""	""	NA	NA	NA	""	""	"mudstone"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006720	"occ"	NA	NA	122703	"Platypterygius australis"	"species"	186984	""	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Zammit et al."	2010	34890	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	143.583328	-20.866667	"QM F3348 (deformed scapula, humerus, partial forelimb)"	"Stewart Park, near Flinders River"	NA	""	"AU"	"Queensland"	""	"based on nearby landmark"	"minutes"	"small collection"	"Stewart Park, near Flinders River, near Richmond, North-central Queensland"	"gp_mid"	136.69	-62.08	"801"	"AU"	""	"Toolebuc"	"Rolling Downs"	""	"bed"	""	""	""	""	NA	NA	NA	""	""	"mudstone"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006721	"occ"	NA	NA	122704	"Platypterygius australis"	"species"	186984	""	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Zammit et al."	2010	34890	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	143.583328	-20.866667	"QM F10686 (partial skull, vertebral centra, partial forelimbs)"	"Branch of Flinders River between Flinders and Borree Park Homestead"	NA	""	"AU"	"Queensland"	""	"based on nearby landmark"	"minutes"	"small collection"	"Branch of Flinders River between Flinders and Borree Park Homestead, west of Richmond, North-central Queensland"	"gp_mid"	136.69	-62.08	"801"	"AU"	""	"Toolebuc"	"Rolling Downs"	""	"bed"	""	""	""	""	NA	NA	NA	""	""	"mudstone"	""	""	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1006722	"occ"	NA	NA	122705	"Platypterygius australis"	"species"	186984	""	"Platypterygius australis"	NA	"species"	108967	"Late Albian"	""	105.3	99.6	"Zammit et al."	2010	34890	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	NA	""	141.183334	-20	"QM F12314 (incomplete coracoid and partial scapula), QM F40822 (complete right and incomplete left coracoid) and QM F40823 (incomplete coracoid)"	"Kilterry Station, north of Flinders River, near Julia Creek"	NA	""	"AU"	"Queensland"	""	"based on nearby landmark"	"degrees"	"small collection"	"Kilterry Station, north of Flinders River, near Julia Creek, north-central Queensland"	"gp_mid"	132.53	-60.72	"801"	"AU"	""	"Toolebuc"	"Rolling Downs"	""	"bed"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
